city,country,latitude,longitude,year,month,pm25_ugm3,no2_ugm3,data_quality,measurement_method,data_source
Mexico City,Mexico,19.4326,-99.1332,2011,1,48.45,62.41,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,2,65.02,54.74,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,3,98.33,72.01,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,4,69.1,89.37,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,5,81.89,59.11,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,6,69.48,61.87,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,7,49.22,71.46,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,8,33.73,77.72,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,9,19.73,50.2,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,10,50.66,43.07,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,11,20.17,67.04,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,12,19.35,42.89,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,1,57.89,59.85,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,2,56.06,47.98,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,3,31.84,64.3,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,4,92.06,64.89,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,5,72.97,47.49,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,6,86.46,65.98,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,7,70.15,47.72,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,8,45.84,60.01,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,9,51.18,32.68,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,10,55.94,28.73,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,11,52.12,52.33,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,12,59.74,53.55,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,1,64.85,42.82,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,2,79.99,68.74,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,3,56.36,79.21,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,4,44.11,71.88,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,5,96.53,81.66,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,6,92.13,69.83,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,7,43.93,40.04,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,8,33.96,74.83,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,9,50.22,76.93,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,10,51.24,67.19,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,11,41.24,52.41,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,12,33.02,58.34,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,1,52.8,55.53,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,2,75.7,53.27,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,3,65.16,34.02,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,4,86.58,82.33,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,5,30.33,92.98,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,6,86.91,88.19,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,7,30.72,76.75,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,8,42.65,57.5,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,9,20.34,77.06,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,10,61.62,55.05,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,11,26.23,54.1,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,12,69.38,59.11,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,1,79.34,62.6,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,2,89.51,55.99,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,3,32.41,65.84,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,4,68.74,72.65,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,5,96.35,63.47,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,6,43.5,60.07,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,7,86.09,70.95,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,8,38.49,64.99,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,9,18.02,79.96,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,10,16.15,31.28,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,11,23.02,27.25,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,12,53.64,29.27,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,1,49.48,32.22,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,2,31.71,29.83,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,3,48.24,35.67,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,4,106.92,74.93,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,5,100.03,94.96,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,6,71.35,59.52,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,7,67.2,96.31,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,8,59.19,61.92,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,9,36.26,56.79,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,10,49.9,68.28,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,11,27.36,63.65,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,12,35.99,54.6,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,1,25.4,41.29,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,2,49.93,56.81,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,3,88.4,76.9,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,4,42.72,51.83,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,5,86.76,36.8,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,6,84.18,78.29,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,7,75.3,83.34,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,8,43.21,89.49,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,9,26.09,45.77,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,10,57.91,35.9,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,11,59.13,64.35,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,12,39.72,51.76,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,1,79.46,29.9,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,2,40.9,40.81,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,3,33.0,69.48,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,4,106.43,54.51,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,5,46.2,50.43,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,6,67.48,84.19,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,7,65.9,63.03,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,8,53.33,89.7,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,9,18.35,47.12,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,10,48.47,53.04,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,11,29.93,33.14,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,12,50.59,52.83,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,1,62.04,27.49,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,2,77.99,44.52,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,3,96.17,74.34,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,4,69.81,75.07,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,5,92.28,49.61,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,6,69.57,82.33,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,7,28.7,79.03,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,8,27.83,41.97,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,9,44.91,48.97,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,10,19.73,40.94,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,11,20.94,49.07,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,12,30.35,31.53,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,1,65.7,44.86,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,2,32.51,34.14,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,3,90.56,46.18,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,4,53.98,38.09,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,5,72.66,83.16,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,6,63.75,42.14,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,7,31.96,60.71,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,8,62.01,72.18,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,9,23.35,48.25,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,10,48.2,71.39,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,11,20.38,45.38,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,12,49.21,26.33,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,1,75.85,30.75,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,2,58.86,44.53,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,3,96.05,64.19,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,4,109.55,41.82,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,5,79.73,46.99,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,6,90.36,62.31,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,7,54.67,79.38,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,8,34.44,53.95,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,9,38.72,41.38,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,10,51.63,29.98,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,11,49.69,31.96,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,12,56.92,56.27,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,1,38.46,38.1,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,2,37.85,32.16,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,3,91.32,55.98,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,4,64.83,55.26,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,5,90.41,48.14,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,6,65.74,74.04,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,7,74.51,81.64,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,8,65.79,75.62,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,9,62.21,44.01,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,10,55.75,62.84,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,11,19.12,51.63,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,12,46.37,30.69,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,1,22.47,51.64,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,2,32.8,42.12,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,3,104.47,46.66,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,4,99.2,69.69,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,5,79.43,92.17,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,6,98.91,87.23,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,7,64.76,74.39,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,8,30.48,87.27,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,9,34.26,69.18,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,10,15.78,61.08,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,11,24.0,65.39,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,12,43.73,28.96,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,1,46.01,39.9,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,2,25.6,63.79,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,3,107.91,60.27,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,4,32.41,82.73,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,5,55.55,72.42,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,6,97.09,94.33,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,7,77.89,89.81,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,8,64.25,72.98,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,9,43.47,34.63,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,10,46.35,37.35,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,11,44.78,40.78,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,12,25.74,62.51,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,1,21.68,57.13,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,2,25.57,44.1,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,3,64.17,69.73,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,4,41.04,87.78,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,5,85.8,44.0,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,6,57.78,48.0,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,7,31.78,68.77,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,8,21.8,81.9,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,9,26.8,63.81,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,10,37.77,33.07,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,11,45.58,30.68,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,12,63.0,47.27,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,1,52.96,24.56,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,2,101.49,33.71,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,3,117.04,43.05,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,4,58.04,48.74,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,5,68.99,69.96,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,6,93.4,49.79,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,7,38.87,37.81,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,8,50.18,60.82,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,9,46.73,45.88,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,10,64.18,53.62,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,11,25.72,20.85,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,12,45.01,39.47,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,1,72.14,42.03,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,2,75.35,21.2,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,3,83.14,38.51,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,4,121.0,58.22,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,5,99.36,42.05,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,6,58.38,27.43,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,7,59.61,68.37,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,8,78.85,32.1,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,9,47.36,46.94,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,10,29.13,34.44,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,11,58.12,33.47,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,12,78.34,25.4,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,1,83.65,48.48,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,2,82.01,30.11,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,3,75.42,37.57,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,4,37.46,60.92,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,5,79.48,46.55,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,6,114.71,29.39,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,7,76.26,67.43,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,8,62.41,27.19,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,9,26.26,55.35,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,10,57.37,41.56,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,11,26.88,27.49,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,12,67.59,21.17,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,1,77.13,31.81,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,2,56.05,29.6,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,3,42.36,53.31,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,4,50.8,53.79,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,5,102.46,32.42,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,6,49.28,41.68,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,7,80.56,67.08,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,8,22.05,52.91,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,9,37.15,41.99,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,10,51.38,29.79,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,11,64.98,22.26,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,12,55.23,45.66,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,1,70.6,30.0,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,2,81.3,35.93,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,3,67.37,28.9,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,4,93.68,41.47,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,5,122.6,58.06,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,6,47.22,71.09,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,7,93.97,37.86,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,8,67.01,35.09,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,9,53.53,39.39,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,10,61.45,48.8,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,11,45.77,29.26,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,12,52.69,23.97,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,1,35.8,39.59,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,2,51.46,52.67,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,3,106.34,45.15,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,4,107.0,48.57,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,5,49.82,68.04,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,6,74.66,30.03,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,7,71.16,70.6,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,8,83.23,37.5,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,9,43.99,54.32,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,10,44.26,53.02,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,11,56.72,43.12,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,12,67.56,35.94,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2005,1,33.67,20.23,Good,Federal Reference Method,WHO_Database
